Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;448;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2637459664;Borracha bicolor (azul/vermelha), para apagar tinta de caneta e lápis;;;;;Unidade;30,0000;0,4500;13,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;449;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2637459664;Borracha bicolor (azul/vermelha), para apagar tinta de caneta e lápis;;;;;Unidade;10,0000;0,4500;4,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;450;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2484193488;Borracha natural, cor verde, 50 x 20mm;;;;;Unidade;5,0000;1,1000;5,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;451;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2484193488;Borracha natural, cor verde, 50 x 20mm;;;;;Unidade;50,0000;1,1000;55,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;452;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1202046718;Borracha ponteira branca para lápis;;;;;Unidade;50,0000;0,1800;9,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;453;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2209335498;Borracha, elástica em latéx para dinheiro. Pc com 1kg;;;;;Pacote;6,0000;32,5000;195,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;454;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1460321988;Caderno brochura, capa dura, liso pautado, 96 folhas;;;;;Unidade;50,0000;9,2500;462,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;455;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2480101723;Caderno com espiral de 1/4, capa dura, 96 folhas;;;;;Unidade;80,0000;7,5000;600,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;456;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;324659999;Caixa arquivo morto em papelão;;;;;Unidade;40,0000;4,4900;179,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;457;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;307364410;CAIXA ARQUIVO MORTO,  EM PAPELÃO de 344 x 125 x 237;;;;;UNIDADE;50,0000;3,3500;167,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;458;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;760115415;Caixa arquivo para documentos polionda em polietileno;;;;;Unidade;380,0000;7,8000;2964,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;459;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;760115415;Caixa arquivo para documentos polionda em polietileno;;;;;Unidade;30,0000;7,8000;234,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;460;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1902550836;CALCULADORA DE MESA MÉDIA, SIMPLES;;;;;UNIDADE;10,0000;14,5000;145,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;461;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2287512476;Calculadora de mesa média, simples, sem bobina, 12 dígitos;;;;;Unidade;12,0000;24,9000;298,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;462;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2214823202;CANETA AZUL;;;;;UNIDADE;100,0000;0,5800;58,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;463;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2970610600;Caneta esferográfica cor azul;;;;;Unidade;1500,0000;0,9800;1470,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;464;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2970610600;Caneta esferográfica cor azul;;;;;Unidade;50,0000;0,9800;49,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;465;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1582629699;Caneta esferográfica preta;;;;;Unidade;20,0000;0,9800;19,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;466;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1582629699;Caneta esferográfica preta;;;;;Unidade;500,0000;0,9800;490,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;467;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4208620057;Caneta esferográfica vermelha;;;;;Unidade;300,0000;0,9800;294,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;468;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4208620057;Caneta esferográfica vermelha;;;;;Unidade;20,0000;0,9800;19,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;469;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3814341077;Caneta marca texto;;;;;Unidade;20,0000;1,6500;33,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;470;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3814341077;Caneta marca texto;;;;;Unidade;50,0000;1,6500;82,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;471;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1345411752;CANETA PRETA;;;;;UNIDADE;60,0000;0,5800;34,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;472;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1430537826;Clips para papel número 2.0, cx com 100 unidades;;;;;Unidade;50,0000;2,8300;141,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;473;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1430537826;Clips para papel número 2.0, cx com 100 unidades;;;;;Unidade;5,0000;2,8300;14,1500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;474;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;791131361;Clips para papel número 4.0, cx com 50 unidades;;;;;Unidade;30,0000;2,8300;84,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;475;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2511086311;Clips para papel número 6.0. cx com 50 unidades;;;;;Unidade;10,0000;2,8300;28,3000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;476;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1052663503;Clips para papel número 8.0, cx com 25 unidades;;;;;Unidade;40,0000;2,8300;113,2000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;477;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1052663503;Clips para papel número 8.0, cx com 25 unidades;;;;;Unidade;5,0000;2,8300;14,1500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;478;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;991217776;Cola bastão em tubo plástico;;;;;Unidade;20,0000;1,4500;29,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;479;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4101532089;Cola em bastão fina, transparente em pacotes de 1kg;;;;;Pacote;3,0000;57,5000;172,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;480;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3533776477;Cola em bastão grossa transparente em pacotes de 1kg;;;;;Pacote;3,0000;57,5000;172,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;481;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3568190985;Cola instantânea ultra rápida. Frasco com 20 gramas;;;;;Unidade;15,0000;6,3000;94,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;482;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3256295814;Cola líquida branca, adesivo a base de PVA, 90g;;;;;Unidade;10,0000;2,2700;22,7000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;483;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3256295814;Cola líquida branca, adesivo a base de PVA, 90g;;;;;Unidade;5,0000;2,2700;11,3500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;484;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1803300764;Cola para artesanato em silicone líquida para trabalhos manuais;;;;;Unidade;12,0000;7,6400;91,6800;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;485;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1043070031;Colchete latonado nº 08;;;;;Unidade;10,0000;6,2000;62,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;486;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;922309839;Colchete latonado nº 10;;;;;Unidade;10,0000;6,4800;64,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;487;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3675915440;Colchete latonado nº 12;;;;;Unidade;10,0000;18,5900;185,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;488;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3867931510;Cone De Pvc Sinalização Segurança 75 Cm;;;;;UNIDADE;500,0000;60,0000;30000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;489;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1675417005;CORRETIVO BRANCO;;;;;UNIDADE;8,0000;7,3875;59,1000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;490;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3014769264;Corretivo, líquido branco;;;;;Unidade;30,0000;1,5000;45,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;491;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3014769264;Corretivo, líquido branco;;;;;Unidade;5,0000;1,5000;7,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;492;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1951450298;Envelope branco medindo 200 x 280mm;;;;;Unidade;60,0000;0,3500;21,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;493;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;277645135;Envelope meio ofício em papel cor branca, tamanho pequeno dimensões 240mm x 170mm;;;;;Unidade;100,0000;0,2100;21,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;494;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;277645135;Envelope meio ofício em papel cor branca, tamanho pequeno dimensões 240mm x 170mm;;;;;Unidade;50,0000;0,2100;10,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;495;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1865160277;Envelope ofício em papel cor branca, dimensões 240mm x 340mm;;;;;Unidade;50,0000;0,3900;19,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;496;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1865160277;Envelope ofício em papel cor branca, dimensões 240mm x 340mm;;;;;Unidade;800,0000;0,3900;312,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;497;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;990988281;Envelope ofício em papel cor parda, dimensões 240mm x 340mm;;;;;Unidade;400,0000;0,3400;136,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;498;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;990988281;Envelope ofício em papel cor parda, dimensões 240mm x 340mm;;;;;Unidade;50,0000;0,3400;17,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;499;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3214392713;ENVELOPE OFICIO em papel, cor branca de 240x340;;;;;UNIDADE;500,0000;0,5500;275,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;500;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4222776684;Envelope pardo em papel, tamanho grande, 310mm X 410mm;;;;;Unidade;100,0000;0,5800;58,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;501;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4222776684;Envelope pardo em papel, tamanho grande, 310mm X 410mm;;;;;Unidade;20,0000;0,5800;11,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;502;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;293187252;Estilete  largo corpo plástico, lâmina larga;;;;;Unidade;15,0000;1,7500;26,2500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;503;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;707890249;Etiqueta autoadesiva em folha tamanho A4, cx com 100 folhas, cada folha 1 etiqueta;;;;;Pacote;5,0000;47,4000;237,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;504;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3823731664;Etiquetas para múltiplos usos, inclusive inkjet e laser. 10 folhas com total de 100 etiquetas;;;;;Pacote;10,0000;7,9000;79,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;505;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;615413992;EXTRATOR DE GRAMPO TIPO ESPÁTULA;;;;;UNIDADE;10,0000;28,0000;280,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;506;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1557760781;Extrator de Grampo, tipo espátula. Caixa com 12 unidades.;;;;;Caixa;3,0000;20,0100;60,0300;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;507;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1557760781;Extrator de Grampo, tipo espátula. Caixa com 12 unidades.;;;;;Caixa;1,0000;20,0100;20,0100;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;508;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2591572979;Fita adesiva dupla face, largura 19mm, comprimento 30m;;;;;Unidade;40,0000;8,5000;340,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;509;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2862188522;Fita adesiva fabricada em crepe, 24mm X 50m;;;;;Unidade;20,0000;5,6800;113,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;510;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;453656546;Fita adesiva fabricada em crepe, dimensões de 50mm X 50m;;;;;Unidade;40,0000;12,9000;516,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;511;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2669498483;FITA ADESIVA TRANPARENTE 12mm x 30mm;;;;;UNIDADE;50,0000;3,1500;157,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;512;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2779654652;FITA ADESIVA TRANPARENTE 50mm x 50mm;;;;;UNIDADE;50,0000;4,9800;249,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;513;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;145327533;Fita adesiva transparente em polipropileno tipo monoface. Dimensões 50mm X 50m;;;;;Unidade;100,0000;5,9800;598,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;514;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;145327533;Fita adesiva transparente em polipropileno tipo monoface. Dimensões 50mm X 50m;;;;;Unidade;5,0000;5,9800;29,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;515;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3667487933;Fita adesiva transparente, 12mm X 30m. Embalagem com 5 rolos (tipo durex);;;;;Pacote;5,0000;1,3000;6,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;516;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;731054807;FITA ZEBRADA;;;;;UNIDADE;180,0000;25,0000;4500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;517;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3576725242;Grampeador metálico, capacidade para 100 folhas;;;;;Unidade;10,0000;99,8000;998,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;518;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2147179524;Grampeador metálico, capacidade para 20 folhas;;;;;Unidade;30,0000;15,5000;465,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;519;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2147179524;Grampeador metálico, capacidade para 20 folhas;;;;;Unidade;5,0000;15,5000;77,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;520;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3387242576;Grampeador metálico, capacidade para 50 folhas;;;;;Unidade;5,0000;43,5000;217,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;521;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3387242576;Grampeador metálico, capacidade para 50 folhas;;;;;Unidade;10,0000;43,5000;435,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;522;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3300943920;GRAMPO TAMANHO 106/06;;;;;UNIDADE;20,0000;6,2400;124,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;523;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2049269534;GRAMPO TAMANHO 23/8;;;;;UNIDADE;20,0000;7,4500;149,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;524;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3921478821;GRAMPO TAMANHO 26/6;;;;;UNIDADE;20,0000;5,6100;112,2000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;525;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3328918309;Grampo trilho, em plástico injetado, para arquivar documentos, para 600 folhas;;;;;Pacote;5,0000;20,0200;100,1000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;526;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2762833518;Grampo, tamanho 26/6 para grampeador, galvanizado;;;;;Unidade;20,0000;7,6300;152,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;527;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2762833518;Grampo, tamanho 26/6 para grampeador, galvanizado;;;;;Unidade;4,0000;7,6300;30,5200;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;528;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1626501431;Lápis mina grafite;;;;;Unidade;20,0000;0,3000;6,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;529;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1626501431;Lápis mina grafite;;;;;Unidade;300,0000;0,3000;90,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;530;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;55792556;Livro Ata pautado, 100 folhas.;;;;;Unidade;5,0000;12,9000;64,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;531;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;90634569;LIVRO DE ATA, pautado sem margem, capa dura, cor preta, de 320x220;;;;;UNIDADE;30,0000;3,3333;99,9999;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;532;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4001379196;LIVRO DE PROTOCOLO  de 215x160;;;;;UNIDADE;10,0000;9,5000;95,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;533;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1254810773;Livro Protocolo correspondência, encadernado com 100 folhas;;;;;Unidade;12,0000;9,9000;118,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;534;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2020419822;Livro Registro de Ponto com 100 folhas;;;;;Unidade;2,0000;19,9000;39,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;535;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;922939596;Marcador de páginas autoadesivo, tamanho 45cm X 12mm;;;;;Unidade;40,0000;8,3000;332,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;536;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2944003137;marcador de texto cx c/20;;;;;UNIDADE;2,0000;50,0000;100,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;537;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1464204513;PAPEL A 4;;;;;UNIDADE;12,0000;233,3333;2799,9999;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;538;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4055517013;Papel autoadesivo, tipo contact, transparente. Medidas de 45cm X 25cm;;;;;Unidade;3,0000;89,0000;267,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;539;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2319644538;Papel carbono para escrita manual, com 100;;;;;Pacote;2,0000;36,0000;72,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;540;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;197836358;Papel couche branco, formato A4. Pc com 50 folhas;;;;;Pacote;6,0000;13,8000;82,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;541;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1317484462;Papel ofício - formato A4;;;;;Resma;800,0000;24,0500;19240,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;542;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1317484462;Papel ofício - formato A4;;;;;Resma;15,0000;23,0000;345,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;543;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;639991959;Papel Sulfite colorido. Pacote com 100 folhas.;;;;;Pacote;10,0000;6,7000;67,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;544;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2648835372;Papel vergê, dimensões 210 x 297mm, formato A4, pacote com 50 folhas;;;;;Pacote;5,0000;13,6000;68,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;545;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3736351288;PASTA ARQUIVO REGISTRADOR AZ ( A4 )350X280X85;;;;;UNIDADE;50,0000;9,8500;492,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;546;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1207703100;PASTA ARQUIVO REGISTRADOR AZ ( A4 )de 350x280x280;;;;;UNIDADE;1,0000;489,0000;489,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;547;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1941689763;Pasta arquivo registrador tipo AZ em papelão prensado;;;;;Unidade;100,0000;12,9500;1295,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;548;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1135331608;Pasta arquivo, registrador tipo AZ, em papelão;;;;;Unidade;60,0000;12,9500;777,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;549;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1135331608;Pasta arquivo, registrador tipo AZ, em papelão;;;;;Unidade;15,0000;12,9500;194,2500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;550;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3440374827;Pasta classificador em PVC com prendedor macho e fêmea;;;;;Unidade;20,0000;2,3500;47,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;551;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2507671605;Pasta classificador, em papel cartão, prendedor metálico;;;;;Unidade;10,0000;3,9000;39,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;552;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1834529161;Pasta com canaleta rígida removível;;;;;Unidade;20,0000;1,9000;38,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;553;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1760457732;Pasta documento em PVC transparente, com abas e elástico;;;;;Unidade;80,0000;2,5500;204,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;554;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1695839508;Pasta em L, de polipropileno. Tamanho A4;;;;;Unidade;20,0000;0,9400;18,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;555;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;514309778;Pasta para documento em PVC transparente, com abas e elástico  - estreita;;;;;Unidade;20,0000;3,7800;75,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;556;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3913303459;Pasta para documento, em PVC transparente, com abas e elástico - larga;;;;;Unidade;20,0000;6,3000;126,0000;0,0000;01/01/2025
