Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30086;Material;;;Catálogo do Compras.gov.br;Material;2054;OUTROS ITENS DE ALMOXARIFADO - EXPLOSIVOS E MUNIÇÕES;;;100102;BANDEIRA;UN;8,0000;114,9000;919,2000;919,2000;20/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30083;Material;;;Catálogo do Compras.gov.br;Material;2054;OUTROS ITENS DE ALMOXARIFADO - EXPLOSIVOS E MUNIÇÕES;;;100102;BANDEIRA;UN;8,0000;110,0000;880,0000;880,0000;20/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30084;Material;;;Catálogo do Compras.gov.br;Material;2054;OUTROS ITENS DE ALMOXARIFADO - EXPLOSIVOS E MUNIÇÕES;;;100102;BANDEIRA;UN;8,0000;114,9000;919,2000;919,2000;20/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30085;Material;;;Catálogo do Compras.gov.br;Material;2054;OUTROS ITENS DE ALMOXARIFADO - EXPLOSIVOS E MUNIÇÕES;;;100102;BANDEIRA;UN;8,0000;110,0000;880,0000;880,0000;20/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30087;Material;;;Catálogo do Compras.gov.br;Material;600;MATERIAL DE EXPEDIENTE;;;101677;SUPORTE PARA MONITOR;UN;8,0000;59,9000;479,2000;479,2000;20/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30161;Material;;;Catálogo do Compras.gov.br;Material;2050;MATERIAL DE COPA E COZINHA;;;101061;COPO;UN;2000,0000;0,3000;600,0000;600,0000;19/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;30758;Material;;;Catálogo do Compras.gov.br;Material;24;MATERIAL PARA SINALIZAÇÃO VISUAL;;;100649;PLACA;UN;1,0000;1470,0000;1470,0000;1470,0000;15/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23167;Material;;;Catálogo do Compras.gov.br;Material;2000;IMOBILIZADO;;;100073;AR CONDICIONADO;UN;1,0000;14500,0000;14500,0000;14500,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23168;Material;;;Catálogo do Compras.gov.br;Material;20;MATERIAL ELÉTRICO E ELETRÔNICO;;;101413;CABO;M;20,0000;140,0000;2800,0000;2800,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;22256;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100803;SERVIO DE CERTIFICADO DIGITAL;UN;2,0000;250,0000;500,0000;500,0000;10/01/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23169;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100850;SERVIO DE INSTALAO;UN;1,0000;2000,0000;2000,0000;2000,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23170;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;101736;SERVIO DE DESINSTALAO;UN;1,0000;1000,0000;1000,0000;1000,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23208;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100919;SERVIO FOTOGRFICO;UN;5,0000;690,0000;3450,0000;3450,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23209;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100858;SERVIO DE LOCAO;UN;12,0000;820,9600;9851,5200;9851,5200;31/12/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23210;Material;;;Catálogo do Compras.gov.br;Material;20;MATERIAL ELÉTRICO E ELETRÔNICO;;;101426;LUMINRIA;UN;7,0000;204,2800;1429,9600;1429,9600;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23211;Material;;;Catálogo do Compras.gov.br;Material;20;MATERIAL ELÉTRICO E ELETRÔNICO;;;101426;LUMINRIA;UN;1,0000;140,0400;140,0400;140,0400;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23212;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100827;SERVIO DE ELETRICISTA;UN;1,0000;2000,0000;2000,0000;2000,0000;31/07/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23238;Serviço;;;Catálogo do Compras.gov.br;Serviço;8;EQUIPAMENTOS DE INFORMÁTICA;;;101821;SERVICO DE E-MAIL;UN;9,0000;40,0000;360,0000;360,0000;15/08/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23239;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100849;SERVIO DE INFORMTICA;UN;1,0000;1000,0000;1000,0000;1000,0000;15/08/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23240;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;101165;SERVIO DE TREINAMENTO;UN;1,0000;800,0000;800,0000;800,0000;15/08/2025
LEGISLATIVO DE CARLOS BARBOSA/RS;1;23415;Serviço;;;Catálogo do Compras.gov.br;Serviço;800;SERVIÇOS DE TERCEIROS;;;100928;SERVIO TECNICO PROFISSIONAL;UN;9,0000;31,0000;279,0000;279,0000;30/11/2025
